0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.39702713,0.40602353,-1.2745812,0.0052065332,-0.307995,-1.3382397,0.4987568,-1.4620675,0.3043305,0.58565336,1.1284796,0.27419472,1.1375508,0.13029268,0.47963452,-0.47682914,-1.408467,0.70786536,0.99170935,-1.6151717,-0.9292733,0.057922184,0.36862993,1.3509886,-0.12823799,-0.96688807,1.7511729,-0.61214846,-0.7734728,1.6202233,-1.8354727,-0.43697098
-0.118293636,1.5635157,1.449494,0.21154636,-1.3909677,0.81035346,-0.50841033,0.60518914,-1.0861342,-0.72025007,0.082171015,-1.9376931,0.07831156,0.3204866,-0.99960446,-0.3357205,1.8897046,0.5007059,-0.26187232,0.85125244,-0.14825459,-0.61763114,0.07317543,-0.19445671,-0.24085273,-1.6960658,-1.3769572,0.38293737,0.5905786,0.28091064,0.69973123,-1.4764338
-1.9933338,1.6594934,2.1806452,-0.1281121,0.8869443,2.385637,-0.71734565,0.08041458,-0.5827169,-1.7783009,-1.0549831,0.60043746,0.13193129,-1.1441741,0.83710283,0.12587361,0.31614757,0.6103804,0.72194827,0.3966996,-1.7513864,-1.5652992,1.2228992,2.3267038,0.7519876,0.3554175,-0.8258189,0.21544334,-1.2177615,-0.031340364,-1.8410853,-0.9508915
0.97736466,0.73139054,-0.13588846,-0.77039695,-0.40446275,-0.791517,0.5708214,0.09008578,-0.04720991,-0.53507215,-0.42181897,0.79922146,-1.806953,0.06385788,0.93076086,-2.3884616,0.13667077,0.20528314,0.9298047,-0.26627398,-1.8504964,0.8944563,-0.74588794,0.98229676,-0.8810694,-0.5504765,-0.16884512,-2.238723,-0.6508862,-0.6150191,0.74343264,-0.74998593
-0.07915169,1.2698427,-0.5211983,-1.6108462,0.07432078,1.630487,-1.1844964,0.6337083,-0.14480653,-0.24471627,1.6820419,-1.612866,0.084654406,0.37267494,-0.22205901,-0.4192645,-0.54843295,-1.103369,0.3431314,-0.7225518,0.1067453,0.45109135,-1.4690918,-0.39076197,-1.310642,1.4323764,0.10494751,-0.26650557,-1.6902887,-1.748799,0.6974955,2.0344036
-0.15528306,-0.4373077,-0.19264577,0.04184133,0.5500921,-3.785259,-0.06662478,-1.44416,-0.56635875,1.6539391,-0.18291618,-1.9839121,0.5353362,-0.2285427,0.67317456,-1.1706169,-0.70882195,-1.3254663,0.7936899,0.3311135,-1.3473538,-0.2770505,-1.0178876,0.6470414,-1.0604705,0.25039214,1.5029227,1.0603399,-0.08055337,-1.2305602,0.81465846,-0.14410132
1.5095574,0.01969207,-1.1446091,-1.1153239,0.8719393,0.037091464,1.8720562,0.18369105,0.0011185821,0.7818972,-0.47338128,-1.0167952,-1.1364235,-0.23160821,-0.07803294,-0.9212215,0.3738876,0.13240965,0.93527985,0.47005382,-0.37424353,-0.23092182,0.277907,-0.34264585,0.59775513,-0.020599056,1.314101,-1.1243618,0.2379196,0.98704153,0.4557682,0.5010877
-0.40409845,1.7520068,-0.25995013,-0.06719533,0.38433844,0.80669314,0.22064568,-0.45086184,-0.25234315,1.0230727,0.34061593,-1.2041556,2.1065974,-0.31871378,-0.17758754,1.0868231,0.3626803,-1.3506933,0.08941361,0.3207258,-0.3529164,-1.8143584,-2.5883229,0.14415154,0.57941693,-1.1677768,0.034883056,0.56816703,0.83895,0.6983646,-0.9067696,-0.26688582
0.27877784,-0.8735904,-0.42216617,-0.0016461927,-2.1935494,-0.53894526,0.33249408,0.75576395,-2.6073873,1.5316721,1.210201,0.4831425,0.6770769,0.5192417,-0.9566662,-1.4702141,-0.4591025,0.62024075,-0.21575947,1.4664627,-0.8982082,-0.43785036,-0.66741633,-0.17667837,0.27748418,0.50094247,0.57728726,-0.27031037,1.227498,2.1286368,1.1724564,0.08372004
1.6467013,-0.5544134,-0.05721143,0.9867476,-0.32595235,-0.59097165,-2.1171818,0.5865177,1.2995927,-1.3272337,0.8359305,-0.56589645,-1.0213791,1.1612726,-0.82973397,-0.39010397,1.2758931,-0.871309,0.32985842,0.5123343,0.83577806,0.92452306,-0.100399986,1.3232664,-3.253531,0.6071437,1.1262425,-0.53718597,1.0778255,0.27067006,0.7426434,-1.9832689
-0.051261954,-1.2205919,0.6093292,-0.8023149,-0.56180084,0.079517044,-0.22798726,-1.2207831,0.3406753,0.11338975,-0.78977156,1.5924249,1.6267755,-1.0677836,-1.151387,-0.8024521,0.745146,0.8680473,0.8976938,1.0986758,-0.97625047,3.0210145,-0.2666611,0.3491342,-0.8161426,-0.91901577,0.044831816,-0.5105759,0.08749841,-0.5968791,-0.022055581,1.2282196
-1.4446652,0.78104126,0.39102918,0.46775448,-0.85860175,-0.3147536,-0.82974327,1.0820999,0.16031894,-0.36340672,0.067525595,-1.2831706,0.61611515,1.4183288,-0.56973153,-0.32724956,0.039207544,0.6030986,0.17239931,-0.8360575,0.8072778,-1.3188266,-1.1594403,-1.7418172,0.3269632,-0.36404887,0.77834415,-1.9779462,-1.0797129,-0.29906464,-0.8938147,-1.1787672
-0.29854527,0.9982874,1.8777624,-1.3570114,1.2494856,0.0406008,0.4879344,1.5722555,0.20977949,0.6965123,-1.100697,-0.005660761,0.17900667,0.04520389,-0.781761,-1.6501788,2.5402532,-0.387571,-2.2806242,-0.49086398,-1.7745273,-0.8275357,-0.95219207,0.4724594,0.7864607,1.9255263,0.86998147,0.2675799,0.77921677,0.6549948,-2.0325637,0.12068196
