0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.078761995,-0.5309028,0.4767366,-0.68664205,0.74886984,1.5657777,1.9686635,-0.07550112,-0.12571545,2.4182029,0.053599596,-0.46442872,0.15502897,-0.7825965,0.039312188,0.0850445,1.282803,0.24568656,-0.62779605,-0.091239855,-1.4021846,-2.7263308,-0.048031047,1.1068169
-0.86669135,1.9880044,0.75270116,-1.3532815,0.62720203,1.6529363,1.1151295,0.3599151,0.18980636,2.0405562,-1.4612707,1.1431817,0.35383406,-1.4572023,1.4487883,-0.10412776,-0.18924916,1.3365113,-0.1793875,-0.91784126,-0.68725747,0.5476786,0.38948184,0.6526804
-0.24963826,-0.55653244,-0.5918337,0.5398273,1.2218009,-0.21159165,-0.6293927,1.1242483,0.89371556,1.915023,1.1817611,0.057306,0.3627614,0.85680604,0.8128198,0.24492964,-0.38655525,1.5990759,0.22962596,-0.26700953,0.02244057,-0.86818296,0.3840596,0.1201776
0.3596021,0.3665595,1.4358565,0.030684453,1.8703731,0.8409906,-0.23334232,0.43483967,1.6614187,2.0681388,0.3145275,2.6187577,0.54814255,-0.7354467,0.1492337,-2.0601785,0.4207938,-0.6642043,0.65716904,2.4543765,-1.5396158,0.20543234,-1.2533941,1.0728108
0.9818514,1.080186,0.3580749,-0.022485405,-0.08316406,-1.3274246,0.418009,0.5207581,-0.26484704,-1.2292212,1.2031269,0.5594235,0.07916539,-1.1795404,-1.7387614,0.31382707,-1.0522926,-0.35033762,-0.25955167,0.23693067,0.06741907,0.58296686,-0.71981084,-0.15562342
0.6002674,-2.2626812,1.6469223,0.18522435,-0.49093246,-0.4246863,-1.0965313,1.9160285,-0.5985645,1.5199089,-1.4058038,0.43606955,0.021515753,0.5226497,0.3604299,-2.3709197,0.46653455,-0.21507938,0.26394063,-0.88378394,1.6331125,-0.27161697,-1.064706,0.13677077
0.20781507,1.7372773,0.81331855,0.6093885,-0.081464,-0.36912686,-0.27202034,-0.35661146,1.5531926,-2.0249457,0.44492534,-1.227915,1.0590115,-2.091839,-1.7651299,0.69782513,0.27760667,-2.2781596,1.1187205,0.43247977,0.6216269,-0.49117193,-0.5486612,-0.43876466
-1.0686195,-0.22802198,-1.3909903,-1.3460021,0.08405725,-0.59555703,-1.1636206,-1.659945,0.20530637,0.6477948,-0.7752763,-0.9165699,0.8707237,-0.1765639,0.0015724972,-0.1796383,1.1401073,-0.19635569,0.26954663,1.2113383,0.17833295,0.4156099,0.28609115,-0.26647672
-0.10819882,0.56452274,-1.0644432,0.45508236,-0.63880605,0.6806445,-0.0015945947,-0.2836365,-0.19438167,-0.46086586,1.1505276,0.3065081,0.76586056,2.8406687,1.1621141,-1.0654205,-0.30783978,1.0751132,0.33276284,1.1651211,-0.6050772,-0.16190965,-1.8072791,0.19669494
-2.3210027,0.30466148,0.28390452,0.2561656,-1.5301186,0.5179096,0.3332782,-1.9393113,0.7329486,1.7256192,-1.2615654,-0.5730142,-0.33721444,0.6416967,0.563488,0.09741518,-0.7282214,1.038103,0.66979057,0.42719397,0.7301052,0.462629,0.022765668,0.04299194
0.1602859,-0.17529285,0.5375143,0.5667695,0.49734652,0.14582637,-2.533079,-1.0579237,0.70720816,0.37319982,-0.85673684,0.023587197,1.1279068,-1.7867777,0.25295597,-2.0993009,0.6380478,0.94528383,0.696632,-0.17944044,-1.1313546,-0.5934566,0.4746265,1.106137
-0.3225987,1.1346892,1.1532177,1.241814,1.9592113,-1.2183777,-0.56433576,-1.4227848,1.1391736,1.4618556,0.390497,-0.3432109,-0.639443,1.4876518,0.8532743,-0.69754195,0.07177496,0.49371925,-0.36497065,-1.2247607,-0.34499687,0.5226676,-1.0650098,-0.26940858
1.511401,-1.213111,-0.58913714,-2.4916306,-0.8253821,0.15892734,0.4892023,0.28155735,0.55878717,-1.1311582,0.3088593,1.3995655,-1.4728464,-1.3345971,0.87882715,-0.21539727,-1.0445228,0.3473239,-1.7499589,-0.044604883,-0.2668536,0.36660466,-0.033848763,0.2762851
0.48332864,1.2757213,0.73682,-0.9094419,-1.5337648,-0.8816686,1.1511436,-1.6574978,0.87130564,0.070963465,-1.4387397,-0.72522235,-0.22785622,-0.56293935,0.4507718,-1.0007432,0.12368712,0.37622172,1.3599637,-0.32455194,-0.22518562,-0.77905434,-1.261255,0.6283728
-0.21646096,-2.0982149,0.25437742,0.6515575,0.70561594,0.06468706,-0.114404544,1.6204163,-0.18643668,-0.15701033,-1.2920175,1.0373425,0.9139087,0.53462857,-1.0932229,-0.35157233,0.676813,1.7113876,-0.31646037,-0.34028932,-1.2900772,1.0089009,1.6492238,-0.49554724
1.367507,-0.1994519,-0.18427023,-0.89467376,-0.9576699,-1.244378,0.59640795,2.3621411,-0.59882873,-1.9499097,-0.23337503,-0.696487,-0.20979115,0.6977731,0.7035455,-0.3367567,1.9604999,0.6679708,-1.374983,0.0029679295,0.33806363,0.40036178,1.9033186,-0.0991197
0.19976534,-0.72417325,1.4191699,-0.49738616,-1.7221726,0.28974098,-1.5409057,-0.17228948,-1.284499,-0.69065857,0.07664317,-2.3204386,1.1444559,0.1736275,1.1435913,1.2343237,2.0831418,3.0407827,1.9449589,0.7361398,-0.8664789,1.5035691,-1.4321065,1.0244823
0.34007347,0.72076917,1.0393256,0.41318303,-1.6077147,-0.06494955,-2.047359,-0.50249696,-0.45949137,-0.36396492,-0.75833976,0.5999612,0.4972366,-0.50864947,-0.37155014,1.0252728,0.8814371,0.18594056,0.23135518,1.5526001,0.04993043,0.511538,-0.13670106,-1.8688056
-1.3543444,-0.8214715,-1.3491876,0.25831854,-0.77310854,0.5310494,0.8810483,0.31747663,0.086483516,-0.6986381,0.45933762,-0.7251865,-0.68881303,-0.028900668,1.284251,-1.0291963,-0.8477027,0.32627448,-0.12423959,-1.7129287,-0.79762703,1.1057404,-0.82794815,-0.92915547
1.3739651,-0.62323195,0.08313367,-1.0084301,0.2764998,-1.0775615,-1.1426107,0.31629205,0.13076368,-0.0050937384,0.6074868,1.6234994,0.2315978,-1.2302127,0.124243334,0.7058923,0.5632224,-0.21860468,0.6753209,-1.0127686,0.20448224,-0.4046311,-1.3513193,-1.086017
-1.413659,-1.0231109,0.87558234,1.15456,-0.9076367,1.9677471,-0.21086976,1.2957714,0.73684436,-0.051905323,-0.6955632,0.42050335,-1.47349,1.2933543,0.048587773,-1.4676359,-1.7237146,-1.0698352,0.14848997,-0.058866177,0.672944,-0.39072394,1.3618792,-1.4684583
-0.83488345,0.67271006,-0.9067255,0.32565573,-0.37508604,1.2591662,0.9267993,-0.6652168,0.3121243,0.35905212,0.48523003,-1.4814606,-0.9742914,0.63097435,-0.67842674,1.2512095,0.8038823,0.30800262,0.048044987,1.8310525,0.15819846,0.5966329,-0.57542676,-0.9705131
0.62689114,0.35693944,0.13979673,1.2213919,-0.085262716,-2.1173496,0.36438537,1.8953909,0.035620965,-0.025058448,1.0402662,0.63857996,-2.1628034,-0.32113025,0.6254562,-0.5549124,0.7471506,-0.90834963,-0.6864056,-0.44139168,-2.7055008,0.5291277,0.902463,0.21829882
0.03241878,-1.4870044,-0.34857976,-0.123199016,0.37193358,1.0722048,0.062719285,0.8869626,-0.00022303846,0.062685095,1.0590369,0.70630854,-1.2526587,-0.2774006,0.29911035,-1.2907038,-0.43664977,0.36272913,1.0144236,-1.4526082,-0.4640873,2.2995331,1.8079513,2.282587
1.6191927,1.4610581,0.5931546,0.16134779,0.9742985,-0.75062585,-0.611176,0.9634233,-0.75119525,1.1654544,-0.29437476,-0.4524486,-0.6062095,0.45101333,0.59253556,-0.52508175,-0.44198272,-0.6703185,-1.3753135,-2.4750543,-0.8071221,0.13521114,0.92808145,0.57196224
1.2579969,1.109328,0.3648641,0.2887717,-0.1408183,1.5449127,0.96590346,-0.1253683,0.82912296,-0.18351114,0.14900169,0.5929994,-0.17084974,-0.32940748,-0.1894349,2.5051246,-0.7048915,-0.8069705,-0.6011327,-1.0342479,-0.0574748,-1.2376304,-1.3592435,0.11981561
