0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.84167314,0.43961358,-0.47859478,0.26271087,-0.3351172,1.2599885,0.54327345,0.21717949,0.2930665,-0.6269606,-1.0695039,-0.102364175,0.37334275,0.9537906,-0.46750072,-0.4903267,-0.27047315,-0.25939703,-0.6732321,-2.4369113,-0.34132048,-1.1393116,0.4481759,-1.654933,-0.34560654,-0.5721959,-0.1725923,1.3383342,0.88815016,0.78133804,1.0700598,2.182573
1.0155398,-1.3673028,0.9753766,-0.22626477,0.023395779,-1.0754191,0.6585832,1.0511909,-0.1258334,0.17303406,-0.4730969,-0.5786264,-0.10709073,-0.74009997,0.5048204,-0.5636851,-1.3131082,0.8790728,-0.37193832,0.013467038,-0.08441622,-0.73625475,-1.5864031,0.024403661,-0.12669879,1.6337545,0.8346429,-1.1407115,-1.7957371,2.0580337,-1.3953347,-0.85350144
0.05937428,-1.2609801,0.55960816,0.27334234,-1.3431588,0.22815228,-0.2064499,-1.708493,-0.25594965,0.18579412,-1.7527392,0.9861177,-0.08285518,0.18940522,-0.40525442,-0.88654006,1.1332468,-0.6824265,2.7936227,-0.5522733,2.174567,0.32735434,-1.7209204,0.6029537,1.5181856,-0.02662752,-0.23059434,0.65671694,0.9394015,0.22690327,0.26569995,0.23730461
0.30328667,-1.773845,-1.5951145,-0.42865697,-0.2974853,-1.1710093,-0.9662492,-0.07434461,-0.029695444,0.6084434,-1.4907532,-1.0268582,0.41899735,-1.5029881,-0.5322702,-0.031321693,0.40746295,0.5683474,1.2155592,1.4595168,0.16996282,-0.8493307,1.6332301,2.263906,0.09733519,1.2096782,0.16988783,1.5525829,-0.66634524,-1.635788,0.9254303,-0.6475614
1.3314033,-0.27075467,-0.17105508,-1.116221,0.8051533,1.8684272,0.6154144,0.08207053,1.3255653,1.4969466,-0.9915726,1.3568342,-1.6541697,-0.51770276,-0.88547534,-0.23764168,-0.6075403,2.3054538,-0.11246699,-0.8938395,-0.52954036,-0.921019,-0.86977696,0.36854059,-0.20599689,-1.3364106,1.6013145,1.6537217,-0.05923673,-0.5447254,0.20197421,-0.3447083
0.032777667,0.77565503,0.6042515,-0.27388602,1.745519,1.2341722,1.2785512,-0.10146632,0.039532337,-0.230329,0.68272805,-1.4871886,0.8548209,0.12948829,-0.28535745,-2.2339835,1.8890885,0.85867655,0.73233247,-0.7893479,-1.2446426,-1.6784351,2.1846192,0.73883325,-0.17115618,0.53936607,-0.039349955,0.3229003,0.3540773,0.352207,0.18585305,-0.92224836
0.69748867,0.40776744,0.7336836,1.0792229,0.6546412,0.74620473,0.13449134,1.665707,2.2771714,0.40765935,-1.3096926,-0.6482176,0.17112428,0.39512378,2.481223,-0.45800063,0.3706698,-1.6881043,-0.51111996,-1.0380262,0.02687022,-0.10585416,0.70895356,0.75447124,1.6414852,0.11949432,1.6998842,2.2320838,-1.3677945,-1.4384794,-2.2109084,-1.0318213
-2.2332265,0.37843665,-0.37235907,-0.63590676,0.5966392,0.14873067,1.2586207,0.5191267,-0.39282906,1.5416076,-0.076686874,-0.26026672,-0.025134206,-0.62564635,0.80428237,1.042276,-0.12347234,-0.8429595,-0.19171837,-1.3353856,-0.049494587,0.1650396,-1.0822866,-0.8213721,-1.4001693,0.012187146,-0.49513695,-0.8532073,1.3823626,-1.0167297,-1.922048,-0.034319498
0.406687,-0.22079445,0.7672429,2.755628,-0.038718414,0.6589272,0.62748003,-1.0750811,0.014460269,0.34872314,1.2896988,-0.22638279,0.4556541,0.05586058,-1.4361706,-1.1171939,0.68412423,0.6079104,-0.3726157,1.669769,-0.6366204,-2.0426314,0.9802071,-0.59961635,1.3329543,0.87746793,-0.12338715,0.7511375,0.416421,0.86235124,1.3093059,-0.5544421
1.1298236,0.08860174,-1.1566751,-0.25421813,0.069433466,-0.44742158,0.88917124,0.96445125,1.4722252,-0.7918688,0.25969762,0.21890602,0.10443865,-1.2118648,-0.014092633,-0.78745806,0.34160233,-0.5863943,-0.8186107,-0.1226468,-0.5105259,1.3258566,-0.10264075,-0.9451038,1.2391534,0.2877799,0.9210145,0.46366167,-1.6828809,-0.61574125,-1.4338539,0.32975313
-0.20150128,-0.24427736,-0.06469214,1.520767,-0.4829823,1.0945835,1.2000153,-1.7024902,-1.7400457,1.9859078,-0.6325076,-0.6665126,-1.383368,-0.8078039,0.4441444,-0.9823829,0.5599602,-1.7213335,-0.0018249173,-1.0367433,-0.3610957,-0.6175028,1.2124127,-1.0328709,0.37925708,-0.6050254,-0.31941062,0.17690665,-0.92443186,1.3317986,0.39358094,0.037830845
-1.6885216,-1.3228621,0.35960415,-0.5090915,0.94053113,0.3565536,1.0253494,0.61403155,1.3691658,0.7382327,-1.6616775,-0.3039765,-0.4272114,0.9056882,-2.2173865,0.7339466,0.37497225,-0.19185485,0.7052842,0.999977,1.3303019,0.12855661,0.86362594,0.48483676,1.3038452,-1.9838084,-2.6829882,-0.7967998,0.5296107,-1.8210671,-1.2894629,-0.26579678
-0.17597674,-1.1068368,1.3899552,0.826918,0.6195323,-1.1642839,-1.5673338,1.2368171,0.8000963,-0.7617744,2.2875173,-0.5678023,-0.2558262,0.050490152,0.82517153,-0.20116623,0.51738644,-0.7599448,0.7651162,0.69724876,0.35434788,0.87301403,0.29460967,-0.25344196,-1.3595704,-2.6780438,-0.2911329,-1.3470871,0.56562144,0.07725797,-0.48072928,-0.40013728
0.2758218,-0.2682778,-2.429382,-0.43890917,-0.47855178,0.28659156,0.7323902,-1.1425482,-0.13388878,-1.2498842,0.80636543,0.08181126,-0.2873836,-0.42725486,-0.9211313,1.2367415,-0.1607271,0.28801018,-1.8234423,-0.8345101,1.1737934,-1.1933722,0.9562515,1.0122226,0.09024443,0.1075838,0.5428968,-0.075700894,-0.8301597,1.046901,-0.10649611,1.7676314
0.5718663,-0.33366072,0.20357028,1.1827898,1.5820642,-0.16491538,1.0334561,-0.39339027,-1.9289594,-1.9235051,0.40300947,-0.22352259,0.52141315,0.27450857,0.6865328,0.60440373,-0.7023625,0.7633667,-2.6024778,1.6645414,0.8322324,0.26505926,0.17131051,0.94070005,0.7755798,2.514987,0.6271324,0.22720954,-1.2100121,-0.6471206,-0.6616627,-0.3193629
-0.27100015,-0.81487674,0.114362426,-0.21827492,1.4925907,-1.2782497,-0.5299625,-0.6418596,0.77992314,-1.2260439,-0.5920574,0.7740564,0.39832363,0.66850144,-0.46776512,-1.7378311,0.8030004,-0.40773183,-0.37676594,-0.4948657,-0.9322354,-1.2349976,-0.063863896,0.548832,0.94446754,-1.2729037,0.34669957,0.12470131,-0.9327885,-0.75484353,-0.32686248,-0.026858266
1.2803644,0.2626389,-0.63961893,-0.7838996,-2.0796106,1.6379049,2.8354135,-1.0061742,2.714719,-1.0501165,0.5437355,0.20215562,-0.57750744,1.5725541,1.2961297,-0.4083532,0.28274375,-0.7890838,0.10890088,-0.97859335,0.47935185,-0.16849603,0.0030003532,0.8398977,-0.93747354,0.4499946,-1.3985995,0.59809846,-0.21642295,-2.0382264,-0.16637912,-0.8370651
-0.5661572,0.45948008,0.3297321,0.15457553,-0.8554627,1.0709856,0.07748559,-1.3092093,-0.6168592,0.87115693,0.16861713,2.448688,0.7423587,0.762462,0.13037303,-1.1141691,-0.124293335,0.88887835,1.650695,0.5466945,0.9252306,0.50247073,-0.19611675,0.6826358,0.91005886,-1.1413349,1.4458529,-1.9318691,1.1294605,-2.4039004,0.15425284,0.2791176
0.9863926,-1.0863087,0.42464206,-1.886014,-0.24683791,1.1535116,-1.3651433,-1.4599104,-0.4929938,-0.1968527,0.27215964,1.0456167,-1.5695043,-0.70127964,-1.6630327,-0.1869896,-0.1113427,-0.93475527,-0.29915398,0.5775037,-0.57946074,0.5914253,0.29120898,-0.01218028,-0.093317054,-1.5974971,-0.181482,1.1930989,-0.5050921,1.2435985,0.9222805,1.1772023
0.46066454,0.5095302,-1.4438171,-0.105127856,1.4886066,-0.62628967,0.41159022,2.081519,0.023539385,-0.1858586,-0.2164225,1.1852589,-0.2691113,-0.4453429,0.37754652,-0.4666873,0.31243455,-0.3497876,-1.0528423,-0.48889965,-1.7737887,2.1224806,-1.4833767,-0.18469545,-1.3612435,0.92565715,1.4444845,0.6321337,-0.5895706,1.0386,-1.0405338,1.2041782
-0.38836518,1.08799,0.2807383,-2.3196123,-0.4893566,-0.116791524,0.95921123,-1.7965732,0.8448049,0.05911588,-0.43693495,0.08850298,-0.53705215,-0.9680079,-0.93440294,1.1472846,0.7301996,0.89894104,1.7440362,-2.4964714,0.27846345,-0.38520324,-1.3674423,1.2893482,1.2084992,-0.13197552,0.3446448,-0.78731245,-0.44805402,1.1739745,0.71335787,0.548529
0.45011842,2.1162934,-0.7878989,0.082585424,0.16081022,-0.58903223,-1.152945,2.1389682,-2.590616,-0.13963641,-0.31076607,-0.71448386,0.029650755,0.06588725,1.219965,0.10059149,0.18731093,-1.5734344,-0.27241638,-1.8069074,0.6934112,0.4243847,0.4632482,-1.1592073,0.18470043,-0.2694551,-0.05640786,1.4968866,-1.6553354,1.3860958,1.2972338,-0.28093326
-0.81761414,0.83888984,0.8100393,0.38792497,0.07735809,0.43150955,0.23758228,0.22594997,-1.1486341,-0.9730755,1.157973,-0.41831523,-0.448435,2.802593,0.6124008,-0.71418136,-0.31125617,-1.0099262,1.3534085,1.8654749,0.2890101,-0.13265948,-0.6947042,1.2519251,-0.17807059,0.4437863,-0.77359957,-0.73570293,-1.44017,0.50596714,0.38665944,-0.25306243
0.1747381,-0.10159765,0.69554836,-0.113333486,-1.6332488,-2.1983232,0.5922098,0.24680218,-1.0351309,-0.56518203,-0.38976657,-0.5517883,-1.5644165,-0.6278537,-0.80941945,-0.2507541,-0.026250005,-0.2042096,0.058908142,-1.5961072,-0.35514265,-1.1802385,-0.18489024,-0.37647536,-0.34524444,-0.41205627,-1.6167066,0.9440839,1.1035457,-0.00073685683,1.4239342,-0.8314828
1.1649128,0.7492827,0.5284878,-0.16295007,-0.41837624,-2.095232,0.4110179,0.45821103,-0.106522664,-1.8139408,1.3412007,-0.38179675,0.44007516,-1.1243577,-1.0869737,0.6034124,0.57336754,0.59579563,-0.70492417,0.4127573,-0.17237781,0.23173812,-0.3254407,0.6669392,1.2224287,-0.1482837,1.1584529,-0.27161157,0.5104332,0.11471089,0.3183602,-0.1318133
