0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.47008392,0.40602353,-1.268522,0.0052065332,-0.39408243,-1.3034554,0.52573377,-1.4620675,0.2778822,0.577226,1.1089333,0.21698202,1.1785117,0.13029268,0.47963452,-0.47682914,-1.443993,0.70786536,0.9635132,-1.6151717,-0.9469678,0.014358753,0.45992944,1.3035532,-0.12823799,-0.96688807,1.7893738,-0.61214846,-0.7734728,1.586748,-1.8354727,-0.38159475
-0.118293636,1.5635157,1.449494,0.21154636,-1.3909677,0.76072735,-0.50841033,0.60518914,-1.0861342,-0.72025007,0.082171015,-1.9376931,0.07831156,0.26110852,-0.99960446,-0.3357205,1.8897046,0.5007059,-0.2993223,0.85125244,-0.14825459,-0.60621065,0.16444865,-0.22389904,-0.24085273,-1.6039151,-1.3769572,0.38293737,0.58768463,0.28091064,0.717982,-1.4764338
-1.9933338,1.6594934,2.1806452,-0.1281121,1.09148,2.385637,-0.8835583,0.10684497,-0.5783374,-1.7783009,-1.0549831,0.53431684,0.18951643,-1.1109152,0.8412031,0.104874894,0.25825384,0.6103804,0.8341733,0.3966996,-1.670877,-1.6006169,1.2228992,2.3267038,0.7519876,0.3554175,-0.8258189,0.21544334,-1.2177615,-0.031340364,-1.8291156,-0.9508915
0.97736466,0.87247276,-0.13588846,-0.77039695,-0.46444607,-0.791517,0.6284668,0.09008578,-0.04720991,-0.5398705,-0.39383593,0.8294167,-1.806953,0.10131885,0.93076086,-2.4221325,0.13660358,0.20528314,0.87787753,-0.24335785,-1.8526815,0.86598194,-0.9130511,0.98229676,-0.8810694,-0.5602462,-0.16884512,-2.2602015,-0.5737379,-0.6150191,0.74343264,-0.74998593
-0.07915169,1.2698427,-0.5211983,-1.6180412,0.07432078,1.630487,-1.1088185,0.6337083,-0.14313453,-0.20711266,1.6820419,-1.612866,0.084654406,0.26541433,-0.16275617,-0.4192645,-0.54843295,-1.103369,0.3431314,-0.7225518,0.1035772,0.45109135,-1.4424002,-0.380725,-1.310642,1.4323764,0.10494751,-0.26650557,-1.6902887,-1.748799,0.6974955,2.0344036
-0.13181666,-0.41729513,-0.19264577,0.04184133,0.60572463,-3.785259,-0.06662478,-1.4750992,-0.56635875,1.6539391,-0.18291618,-1.9839121,0.48777205,-0.2285427,0.744199,-1.141473,-0.70882195,-1.3153698,0.7936899,0.3311135,-1.3473538,-0.2770505,-1.0178876,0.6470414,-1.1238301,0.25241113,1.5029227,1.0603399,-0.08055337,-1.2305602,0.81465846,-0.14410132
1.5095574,0.01969207,-1.1446091,-1.1153239,0.8719393,0.037091464,1.8720562,0.18369105,0.0011185821,0.8232768,-0.44789657,-0.99275464,-1.1036682,-0.20055331,-0.07803294,-0.9212215,0.3738876,0.13240965,0.87922364,0.47005382,-0.30819398,-0.23092182,0.277907,-0.34264585,0.59775513,-0.034855444,1.3072803,-1.1243618,0.2379196,0.98704153,0.4557682,0.5010877
-0.5354391,1.7520068,-0.3774007,-0.06719533,0.38433844,0.80669314,0.22064568,-0.42973614,-0.25234315,0.90362525,0.34061593,-1.2041556,2.1624153,-0.36528596,-0.17758754,1.1147195,0.3626803,-1.4231695,0.08941361,0.3207258,-0.3529164,-1.8107365,-2.5883229,0.14415154,0.57941693,-1.1928031,0.034883056,0.56816703,0.85745454,0.6983646,-0.9067696,-0.30396542
0.27877784,-0.8735904,-0.34422916,-0.0016461927,-2.1935494,-0.58422744,0.37088817,0.75576395,-2.6073873,1.5316721,1.210201,0.45685259,0.66703767,0.5192417,-0.9566662,-1.4702141,-0.4591025,0.6922194,-0.17283922,1.4936074,-0.9909497,-0.43785036,-0.66741633,-0.1605681,0.23276556,0.46489233,0.57728726,-0.27031037,1.227498,2.1286368,1.2731873,0.053475685
1.6467013,-0.64462537,-0.021377774,0.9532915,-0.32595235,-0.59097165,-2.1171818,0.5719344,1.2995927,-1.3272337,0.83129555,-0.5055288,-1.0213791,1.1612726,-0.91197854,-0.42833072,1.2758931,-0.96380043,0.32985842,0.4173763,0.87725544,0.92452306,-0.100399986,1.3232664,-3.253531,0.6071437,1.1785244,-0.53718597,1.0223944,0.27067006,0.7426434,-2.0017514
-0.051261954,-1.1969724,0.6093292,-0.7787621,-0.59188145,0.09417197,-0.26983044,-1.2207831,0.33498612,0.11504865,-0.78977156,1.6826434,1.6113575,-1.0677836,-1.1540164,-0.7633983,0.7600714,0.8680473,0.8976938,1.0232565,-0.9219789,2.9442413,-0.32928962,0.31692228,-0.740184,-0.91901577,0.044831816,-0.6204596,0.17489544,-0.5968791,-0.022055581,1.2282196
-1.4446652,0.73391366,0.42962646,0.46775448,-0.85860175,-0.3147536,-0.8881815,1.0099268,0.16031894,-0.3760849,0.05931245,-1.2831706,0.61855376,1.4183288,-0.56973153,-0.23523918,0.039207544,0.6240127,0.2409402,-0.8360575,0.8072778,-1.3188266,-1.1594403,-1.7418172,0.3269632,-0.36404887,0.77834415,-1.9462135,-1.1107064,-0.18765327,-0.8938147,-1.1752543
